FID,Sample_Dat,Sample_Tim,Time_Zone,Sample_Dep,Latitude,Longitude,County,Karenia_br,Temp___C_,Salinity,Proofed_,month,Segment,year
8080,1/4/1995,NA,NA,0.5,27.789,-82.5692,Pinellas,0,0,0,Yes,1,MTB,1995
8081,1/4/1995,NA,NA,0.5,27.8075,-82.5208,Hillsborough,0,0,0,Yes,1,MTB,1995
8082,1/4/1995,NA,NA,0.5,27.819,-82.5692,Pinellas,0,0,0,Yes,1,MTB,1995
8099,1/10/1995,NA,NA,0.5,27.7692,-82.4535,Hillsborough,0,0,0,Yes,1,MTB,1995
8100,1/10/1995,NA,NA,0.5,27.7758,-82.5208,Hillsborough,0,0,0,Yes,1,MTB,1995
8101,1/10/1995,NA,NA,0.5,27.785,-82.4295,Hillsborough,0,0,0,Yes,1,MTB,1995
8102,1/10/1995,NA,NA,0.5,27.8063,-82.4428,Hillsborough,0,0,0,Yes,1,MTB,1995
8103,1/10/1995,NA,NA,0.5,27.8077,-82.4838,Hillsborough,0,0,0,Yes,1,MTB,1995
8112,1/11/1995,19:10:00,GMT,0.5,27.5394,-82.7427,Manatee,0,19.5,32,Yes,1,LTB,1995
8113,1/11/1995,16:05:00,GMT,0.5,27.6212,-82.7135,Pinellas,0,18,33,Yes,1,LTB,1995
8114,1/11/1995,15:30:00,GMT,0.5,27.633,-82.6653,Hillsborough,0,18,30,Yes,1,LTB,1995
8115,1/17/1995,NA,NA,0.5,27.5394,-82.7427,Manatee,0,0,30,Yes,1,LTB,1995
8116,1/17/1995,NA,NA,0.5,27.633,-82.6653,Hillsborough,0,0,29,Yes,1,LTB,1995
8117,1/18/1995,NA,NA,0.5,27.5747,-82.7403,Hillsborough,0,0,0,Yes,1,LTB,1995
8118,1/18/1995,NA,NA,0.5,27.575,-82.6867,Manatee,0,0,0,Yes,1,LTB,1995
8119,1/18/1995,NA,NA,0.5,27.5835,-82.6175,Manatee,0,0,0,Yes,1,LTB,1995
8120,1/18/1995,NA,NA,0.5,27.605,-82.6903,Hillsborough,0,0,0,Yes,1,LTB,1995
8121,1/18/1995,NA,NA,0.5,27.6207,-82.5903,Manatee,0,0,0,Yes,1,LTB,1995
8122,1/18/1995,NA,NA,0.5,27.6217,-82.6373,Hillsborough,0,0,0,Yes,1,LTB,1995
8123,1/18/1995,NA,NA,0.5,27.6383,-82.6883,Hillsborough,0,0,0,Yes,1,LTB,1995
8124,1/18/1995,NA,NA,0.5,27.6522,-82.6688,Hillsborough,0,0,0,Yes,1,LTB,1995
8125,1/18/1995,NA,NA,0.5,27.6583,-82.592,Hillsborough,0,0,0,Yes,1,LTB,1995
8126,1/18/1995,NA,NA,0.5,27.6677,-82.5507,Hillsborough,0,0,0,Yes,1,MTB,1995
8127,1/18/1995,NA,NA,0.5,27.6932,-82.5432,Hillsborough,0,0,0,Yes,1,MTB,1995
8128,1/18/1995,NA,NA,0.5,27.7047,-82.6057,Pinellas,0,0,0,Yes,1,MTB,1995
8129,1/18/1995,NA,NA,0.5,27.7202,-82.5342,Hillsborough,0,0,0,Yes,1,MTB,1995
8130,1/18/1995,NA,NA,0.5,27.7383,-82.502,Hillsborough,0,0,0,Yes,1,MTB,1995
8131,1/18/1995,NA,NA,0.5,27.7505,-82.57,Pinellas,0,0,0,Yes,1,MTB,1995
8132,1/19/1995,18:50:00,GMT,0.5,27.5394,-82.7427,Manatee,0,19.5,32,Yes,1,LTB,1995
8133,1/19/1995,15:25:00,GMT,0.5,27.6212,-82.7135,Pinellas,333,18,32,Yes,1,LTB,1995
8134,1/27/1995,16:15:00,GMT,0.5,27.6133,-82.7391,Pinellas,0,16,31,Yes,1,LTB,1995
8135,1/27/1995,16:00:00,GMT,0.5,27.6822,-82.7373,Pinellas,0,16.5,30,Yes,1,LTB,1995
8136,2/1/1995,NA,NA,0.5,27.789,-82.5692,Pinellas,0,0,0,Yes,2,MTB,1995
8137,2/1/1995,NA,NA,0.5,27.8075,-82.5208,Hillsborough,0,0,0,Yes,2,MTB,1995
8138,2/1/1995,NA,NA,0.5,27.819,-82.5692,Pinellas,0,0,0,Yes,2,MTB,1995
8155,2/2/1995,17:15:00,GMT,0.5,27.5394,-82.7427,Manatee,0,17,32,Yes,2,LTB,1995
8156,2/2/1995,14:05:00,GMT,0.5,27.6212,-82.7135,Pinellas,0,17,32,Yes,2,LTB,1995
8157,2/7/1995,NA,NA,0.5,27.7692,-82.4535,Hillsborough,0,0,0,Yes,2,MTB,1995
8158,2/7/1995,NA,NA,0.5,27.7758,-82.5208,Hillsborough,0,0,0,Yes,2,MTB,1995
8159,2/7/1995,NA,NA,0.5,27.785,-82.4295,Hillsborough,0,0,0,Yes,2,MTB,1995
8160,2/7/1995,NA,NA,0.5,27.8063,-82.4428,Hillsborough,0,0,0,Yes,2,MTB,1995
8161,2/7/1995,NA,NA,0.5,27.8077,-82.4838,Hillsborough,0,0,0,Yes,2,MTB,1995
8170,2/14/1995,NA,NA,0.5,27.5747,-82.7403,Hillsborough,0,0,0,Yes,2,LTB,1995
8171,2/14/1995,NA,NA,0.5,27.575,-82.6867,Manatee,0,0,0,Yes,2,LTB,1995
8172,2/14/1995,NA,NA,0.5,27.5835,-82.6175,Manatee,0,0,0,Yes,2,LTB,1995
8173,2/14/1995,NA,NA,0.5,27.605,-82.6903,Hillsborough,0,0,0,Yes,2,LTB,1995
8174,2/14/1995,NA,NA,0.5,27.6207,-82.5903,Manatee,0,0,0,Yes,2,LTB,1995
8175,2/14/1995,NA,NA,0.5,27.6217,-82.6373,Hillsborough,0,0,0,Yes,2,LTB,1995
8176,2/14/1995,NA,NA,0.5,27.6383,-82.6883,Hillsborough,0,0,0,Yes,2,LTB,1995
8177,2/14/1995,NA,NA,0.5,27.6522,-82.6688,Hillsborough,0,0,0,Yes,2,LTB,1995
8178,2/14/1995,NA,NA,0.5,27.6583,-82.592,Hillsborough,0,0,0,Yes,2,LTB,1995
8179,2/14/1995,NA,NA,0.5,27.6677,-82.5507,Hillsborough,0,0,0,Yes,2,MTB,1995
8180,2/14/1995,NA,NA,0.5,27.6932,-82.5432,Hillsborough,0,0,0,Yes,2,MTB,1995
8181,2/14/1995,NA,NA,0.5,27.7047,-82.6057,Pinellas,0,0,0,Yes,2,MTB,1995
8182,2/14/1995,NA,NA,0.5,27.7202,-82.5342,Hillsborough,0,0,0,Yes,2,MTB,1995
8183,2/14/1995,NA,NA,0.5,27.7383,-82.502,Hillsborough,0,0,0,Yes,2,MTB,1995
8184,2/14/1995,NA,NA,0.5,27.7505,-82.57,Pinellas,0,0,0,Yes,2,MTB,1995
8185,3/1/1995,NA,NA,0.5,27.789,-82.5692,Pinellas,0,0,0,Yes,3,MTB,1995
8186,3/1/1995,NA,NA,0.5,27.8075,-82.5208,Hillsborough,0,0,0,Yes,3,MTB,1995
8187,3/1/1995,NA,NA,0.5,27.819,-82.5692,Pinellas,0,0,0,Yes,3,MTB,1995
8204,3/7/1995,NA,NA,0.5,27.7692,-82.4535,Hillsborough,0,0,0,Yes,3,MTB,1995
8205,3/7/1995,NA,NA,0.5,27.7758,-82.5208,Hillsborough,0,0,0,Yes,3,MTB,1995
8206,3/7/1995,NA,NA,0.5,27.785,-82.4295,Hillsborough,0,0,0,Yes,3,MTB,1995
8207,3/7/1995,NA,NA,0.5,27.8063,-82.4428,Hillsborough,0,0,0,Yes,3,MTB,1995
8208,3/7/1995,NA,NA,0.5,27.8077,-82.4838,Hillsborough,0,0,0,Yes,3,MTB,1995
8217,3/14/1995,NA,NA,0.5,27.5747,-82.7403,Hillsborough,0,0,0,Yes,3,LTB,1995
8218,3/14/1995,NA,NA,0.5,27.575,-82.6867,Manatee,0,0,0,Yes,3,LTB,1995
8219,3/14/1995,NA,NA,0.5,27.5835,-82.6175,Manatee,0,0,0,Yes,3,LTB,1995
8220,3/14/1995,NA,NA,0.5,27.605,-82.6903,Hillsborough,0,0,0,Yes,3,LTB,1995
8221,3/14/1995,NA,NA,0.5,27.6207,-82.5903,Manatee,0,0,0,Yes,3,LTB,1995
8222,3/14/1995,NA,NA,0.5,27.6217,-82.6373,Hillsborough,0,0,0,Yes,3,LTB,1995
8223,3/14/1995,NA,NA,0.5,27.6383,-82.6883,Hillsborough,0,0,0,Yes,3,LTB,1995
8224,3/14/1995,NA,NA,0.5,27.6522,-82.6688,Hillsborough,0,0,0,Yes,3,LTB,1995
8225,3/14/1995,NA,NA,0.5,27.6583,-82.592,Hillsborough,0,0,0,Yes,3,LTB,1995
8226,3/14/1995,NA,NA,0.5,27.6677,-82.5507,Hillsborough,0,0,0,Yes,3,MTB,1995
8227,3/14/1995,NA,NA,0.5,27.6932,-82.5432,Hillsborough,0,0,0,Yes,3,MTB,1995
8228,3/14/1995,NA,NA,0.5,27.7047,-82.6057,Pinellas,0,0,0,Yes,3,MTB,1995
8229,3/14/1995,NA,NA,0.5,27.7202,-82.5342,Hillsborough,0,0,0,Yes,3,MTB,1995
8230,3/14/1995,NA,NA,0.5,27.7383,-82.502,Hillsborough,0,0,0,Yes,3,MTB,1995
8231,3/14/1995,NA,NA,0.5,27.7505,-82.57,Pinellas,0,0,0,Yes,3,MTB,1995
8232,4/4/1995,NA,NA,0.5,27.789,-82.5692,Pinellas,0,0,0,Yes,4,MTB,1995
8233,4/4/1995,NA,NA,0.5,27.8075,-82.5208,Hillsborough,0,0,0,Yes,4,MTB,1995
8234,4/4/1995,NA,NA,0.5,27.819,-82.5692,Pinellas,0,0,0,Yes,4,MTB,1995
8251,4/11/1995,NA,NA,0.5,27.7692,-82.4535,Hillsborough,0,0,0,Yes,4,MTB,1995
8252,4/11/1995,NA,NA,0.5,27.7758,-82.5208,Hillsborough,0,0,0,Yes,4,MTB,1995
8253,4/11/1995,NA,NA,0.5,27.785,-82.4295,Hillsborough,0,0,0,Yes,4,MTB,1995
8254,4/11/1995,NA,NA,0.5,27.8063,-82.4428,Hillsborough,0,0,0,Yes,4,MTB,1995
8255,4/11/1995,NA,NA,0.5,27.8077,-82.4838,Hillsborough,0,0,0,Yes,4,MTB,1995
8264,4/18/1995,NA,NA,0.5,27.5747,-82.7403,Hillsborough,0,0,0,Yes,4,LTB,1995
8265,4/18/1995,NA,NA,0.5,27.575,-82.6867,Manatee,0,0,0,Yes,4,LTB,1995
8266,4/18/1995,NA,NA,0.5,27.5835,-82.6175,Manatee,0,0,0,Yes,4,LTB,1995
8267,4/18/1995,NA,NA,0.5,27.605,-82.6903,Hillsborough,0,0,0,Yes,4,LTB,1995
8268,4/18/1995,NA,NA,0.5,27.6207,-82.5903,Manatee,0,0,0,Yes,4,LTB,1995
8269,4/18/1995,NA,NA,0.5,27.6217,-82.6373,Hillsborough,0,0,0,Yes,4,LTB,1995
8270,4/18/1995,NA,NA,0.5,27.6383,-82.6883,Hillsborough,0,0,0,Yes,4,LTB,1995
8271,4/18/1995,NA,NA,0.5,27.6522,-82.6688,Hillsborough,0,0,0,Yes,4,LTB,1995
8272,4/18/1995,NA,NA,0.5,27.6583,-82.592,Hillsborough,0,0,0,Yes,4,LTB,1995
8273,4/18/1995,NA,NA,0.5,27.6677,-82.5507,Hillsborough,0,0,0,Yes,4,MTB,1995
8274,4/18/1995,NA,NA,0.5,27.6932,-82.5432,Hillsborough,0,0,0,Yes,4,MTB,1995
8275,4/18/1995,NA,NA,0.5,27.7047,-82.6057,Pinellas,0,0,0,Yes,4,MTB,1995
8276,4/18/1995,NA,NA,0.5,27.7202,-82.5342,Hillsborough,0,0,0,Yes,4,MTB,1995
8277,4/18/1995,NA,NA,0.5,27.7383,-82.502,Hillsborough,0,0,0,Yes,4,MTB,1995
8278,4/18/1995,NA,NA,0.5,27.7505,-82.57,Pinellas,0,0,0,Yes,4,MTB,1995
8279,4/20/1995,12:00:00,GMT,0.5,27.6212,-82.7135,Pinellas,0,26,0,Yes,4,LTB,1995
8280,4/21/1995,12:37:00,GMT,0.5,27.5312,-82.7024,Manatee,0,0,0,Yes,4,LTB,1995
8281,4/24/1995,16:20:00,GMT,0.5,27.6212,-82.7135,Pinellas,13000,26.5,32,Yes,4,LTB,1995
8282,5/2/1995,NA,NA,0.5,27.789,-82.5692,Pinellas,0,0,0,Yes,5,MTB,1995
8283,5/2/1995,NA,NA,0.5,27.8075,-82.5208,Hillsborough,0,0,0,Yes,5,MTB,1995
8284,5/2/1995,NA,NA,0.5,27.819,-82.5692,Pinellas,0,0,0,Yes,5,MTB,1995
8301,5/3/1995,14:30:00,GMT,0.5,27.6155,-82.7255,Pinellas,50000,28,34,Yes,5,LTB,1995
8302,5/4/1995,16:05:00,GMT,0.5,27.5394,-82.7427,Manatee,5700,27.5,34,Yes,5,LTB,1995
8303,5/9/1995,NA,NA,0.5,27.7692,-82.4535,Hillsborough,0,0,0,Yes,5,MTB,1995
8304,5/9/1995,NA,NA,0.5,27.7758,-82.5208,Hillsborough,0,0,0,Yes,5,MTB,1995
8305,5/9/1995,NA,NA,0.5,27.785,-82.4295,Hillsborough,0,0,0,Yes,5,MTB,1995
8306,5/9/1995,NA,NA,0.5,27.8063,-82.4428,Hillsborough,0,0,0,Yes,5,MTB,1995
8307,5/9/1995,NA,NA,0.5,27.8077,-82.4838,Hillsborough,0,0,0,Yes,5,MTB,1995
8316,5/10/1995,16:45:00,GMT,0.5,27.5394,-82.7427,Manatee,87000,29.5,34,Yes,5,LTB,1995
8317,5/11/1995,14:15:00,GMT,0.5,27.6155,-82.7255,Pinellas,137000,28.5,32,Yes,5,LTB,1995
8318,5/16/1995,15:30:00,GMT,0.5,27.5394,-82.7427,Manatee,30000,29.5,0,Yes,5,LTB,1995
8319,5/16/1995,12:35:00,GMT,0.5,27.633,-82.6653,Hillsborough,107000,30,0,Yes,5,LTB,1995
8320,5/16/1995,NA,NA,0.5,27.5747,-82.7403,Hillsborough,0,0,0,Yes,5,LTB,1995
8321,5/16/1995,NA,NA,0.5,27.575,-82.6867,Manatee,0,0,0,Yes,5,LTB,1995
8322,5/16/1995,NA,NA,0.5,27.5835,-82.6175,Manatee,0,0,0,Yes,5,LTB,1995
8323,5/16/1995,NA,NA,0.5,27.605,-82.6903,Hillsborough,0,0,0,Yes,5,LTB,1995
8324,5/16/1995,NA,NA,0.5,27.6207,-82.5903,Manatee,0,0,0,Yes,5,LTB,1995
8325,5/16/1995,NA,NA,0.5,27.6217,-82.6373,Hillsborough,0,0,0,Yes,5,LTB,1995
8326,5/16/1995,NA,NA,0.5,27.6383,-82.6883,Hillsborough,0,0,0,Yes,5,LTB,1995
8327,5/16/1995,NA,NA,0.5,27.6522,-82.6688,Hillsborough,0,0,0,Yes,5,LTB,1995
8328,5/16/1995,NA,NA,0.5,27.6583,-82.592,Hillsborough,0,0,0,Yes,5,LTB,1995
8329,5/16/1995,NA,NA,0.5,27.6677,-82.5507,Hillsborough,0,0,0,Yes,5,MTB,1995
8330,5/16/1995,NA,NA,0.5,27.6932,-82.5432,Hillsborough,0,0,0,Yes,5,MTB,1995
8331,5/16/1995,NA,NA,0.5,27.7047,-82.6057,Pinellas,0,0,0,Yes,5,MTB,1995
8332,5/16/1995,NA,NA,0.5,27.7202,-82.5342,Hillsborough,0,0,0,Yes,5,MTB,1995
8333,5/16/1995,NA,NA,0.5,27.7383,-82.502,Hillsborough,0,0,0,Yes,5,MTB,1995
8334,5/16/1995,NA,NA,0.5,27.7505,-82.57,Pinellas,0,0,0,Yes,5,MTB,1995
8335,5/18/1995,14:45:00,GMT,0.5,27.6133,-82.7391,Pinellas,21000,30.5,0,Yes,5,LTB,1995
8336,5/24/1995,17:20:00,GMT,0.5,27.5394,-82.7427,Manatee,2700,30,33,Yes,5,LTB,1995
8337,5/24/1995,14:30:00,GMT,0.5,27.633,-82.6653,Hillsborough,0,29,31,Yes,5,LTB,1995
8338,5/25/1995,15:15:00,GMT,0.5,27.6155,-82.7255,Pinellas,6000,29,0,Yes,5,LTB,1995
8339,5/31/1995,18:15:00,GMT,0.5,27.5394,-82.7427,Manatee,2300,31.5,34,Yes,5,LTB,1995
8340,5/31/1995,14:25:00,GMT,0.5,27.633,-82.6653,Hillsborough,60000,30,34,Yes,5,LTB,1995
8341,6/6/1995,17:00:00,GMT,0.5,27.5394,-82.7427,Manatee,37000,29,34,Yes,6,LTB,1995
8342,6/6/1995,15:00:00,GMT,0.5,27.6212,-82.7135,Pinellas,8000,0,32,Yes,6,LTB,1995
8343,6/6/1995,13:00:00,GMT,0.5,27.633,-82.6653,Hillsborough,5000,29,32,Yes,6,LTB,1995
8344,6/6/1995,NA,NA,0.5,27.789,-82.5692,Pinellas,0,0,0,Yes,6,MTB,1995
8345,6/6/1995,NA,NA,0.5,27.8075,-82.5208,Hillsborough,0,0,0,Yes,6,MTB,1995
8346,6/6/1995,NA,NA,0.5,27.819,-82.5692,Pinellas,0,0,0,Yes,6,MTB,1995
8363,6/12/1995,15:00:00,GMT,0.5,27.6391,-82.5587,Manatee,0,0,30,Yes,6,LTB,1995
8364,6/13/1995,NA,NA,0.5,27.7066,-82.6081,Pinellas,0,0,29,Yes,6,MTB,1995
8365,6/13/1995,NA,NA,0.5,27.7598,-82.6055,Pinellas,0,0,28,Yes,6,MTB,1995
8366,6/13/1995,NA,NA,0.5,27.7854,-82.5792,Pinellas,0,0,34,Yes,6,MTB,1995
8367,6/13/1995,NA,NA,0.5,27.7855,-82.552,Pinellas,0,0,26,Yes,6,MTB,1995
8368,6/13/1995,NA,NA,0.5,27.7692,-82.4535,Hillsborough,0,0,0,Yes,6,MTB,1995
8369,6/13/1995,NA,NA,0.5,27.7758,-82.5208,Hillsborough,0,0,0,Yes,6,MTB,1995
8370,6/13/1995,NA,NA,0.5,27.785,-82.4295,Hillsborough,0,0,0,Yes,6,MTB,1995
8371,6/13/1995,NA,NA,0.5,27.8063,-82.4428,Hillsborough,0,0,0,Yes,6,MTB,1995
8372,6/13/1995,NA,NA,0.5,27.8077,-82.4838,Hillsborough,0,0,0,Yes,6,MTB,1995
8381,6/15/1995,17:10:00,GMT,0.5,27.5394,-82.7427,Manatee,333,30,33,Yes,6,LTB,1995
8382,6/15/1995,13:45:00,GMT,0.5,27.6212,-82.7135,Pinellas,667,28.5,34,Yes,6,LTB,1995
8383,6/15/1995,14:20:00,GMT,0.5,27.633,-82.6653,Hillsborough,2300,29,33,Yes,6,LTB,1995
8384,6/20/1995,NA,NA,0.5,27.5747,-82.7403,Hillsborough,0,0,0,Yes,6,LTB,1995
8385,6/20/1995,NA,NA,0.5,27.575,-82.6867,Manatee,0,0,0,Yes,6,LTB,1995
8386,6/20/1995,NA,NA,0.5,27.5835,-82.6175,Manatee,0,0,0,Yes,6,LTB,1995
8387,6/20/1995,NA,NA,0.5,27.605,-82.6903,Hillsborough,0,0,0,Yes,6,LTB,1995
8388,6/20/1995,NA,NA,0.5,27.6207,-82.5903,Manatee,0,0,0,Yes,6,LTB,1995
8389,6/20/1995,NA,NA,0.5,27.6217,-82.6373,Hillsborough,0,0,0,Yes,6,LTB,1995
8390,6/20/1995,NA,NA,0.5,27.6383,-82.6883,Hillsborough,0,0,0,Yes,6,LTB,1995
8391,6/20/1995,NA,NA,0.5,27.6522,-82.6688,Hillsborough,0,0,0,Yes,6,LTB,1995
8392,6/20/1995,NA,NA,0.5,27.6583,-82.592,Hillsborough,0,0,0,Yes,6,LTB,1995
8393,6/20/1995,NA,NA,0.5,27.6677,-82.5507,Hillsborough,0,0,0,Yes,6,MTB,1995
8394,6/20/1995,NA,NA,0.5,27.6932,-82.5432,Hillsborough,0,0,0,Yes,6,MTB,1995
8395,6/20/1995,NA,NA,0.5,27.7047,-82.6057,Pinellas,0,0,0,Yes,6,MTB,1995
8396,6/20/1995,NA,NA,0.5,27.7202,-82.5342,Hillsborough,0,0,0,Yes,6,MTB,1995
8397,6/20/1995,NA,NA,0.5,27.7383,-82.502,Hillsborough,0,0,0,Yes,6,MTB,1995
8398,6/20/1995,NA,NA,0.5,27.7505,-82.57,Pinellas,0,0,0,Yes,6,MTB,1995
8399,6/22/1995,NA,NA,0.5,27.5394,-82.7427,Manatee,0,29,33,Yes,6,LTB,1995
8400,6/22/1995,NA,NA,0.5,27.633,-82.6653,Hillsborough,0,28,32,Yes,6,LTB,1995
8401,6/23/1995,13:55:00,GMT,0.5,27.6212,-82.7135,Pinellas,0,28.5,34,Yes,6,LTB,1995
8402,6/28/1995,NA,NA,0.5,27.5394,-82.7427,Manatee,50000,30,34,Yes,6,LTB,1995
8403,6/28/1995,NA,NA,0.5,27.633,-82.6653,Hillsborough,667,29,32,Yes,6,LTB,1995
8404,6/28/1995,13:25:00,GMT,0.5,27.610333,-82.735,Hillsborough,0,29,33,Yes,6,LTB,1995
8405,7/5/1995,NA,NA,0.5,27.789,-82.5692,Pinellas,0,0,0,Yes,7,MTB,1995
8406,7/5/1995,NA,NA,0.5,27.8075,-82.5208,Hillsborough,0,0,0,Yes,7,MTB,1995
8407,7/5/1995,NA,NA,0.5,27.819,-82.5692,Pinellas,0,0,0,Yes,7,MTB,1995
8424,7/6/1995,17:35:00,GMT,0.5,27.5394,-82.7427,Manatee,0,34,32,Yes,7,LTB,1995
8425,7/6/1995,13:40:00,GMT,0.5,27.6212,-82.7135,Pinellas,0,31.5,32,Yes,7,LTB,1995
8426,7/6/1995,14:35:00,GMT,0.5,27.633,-82.6653,Hillsborough,0,31.5,30,Yes,7,LTB,1995
8427,7/11/1995,NA,NA,0.5,27.7692,-82.4535,Hillsborough,0,0,0,Yes,7,MTB,1995
8428,7/11/1995,NA,NA,0.5,27.7758,-82.5208,Hillsborough,0,0,0,Yes,7,MTB,1995
8429,7/11/1995,NA,NA,0.5,27.785,-82.4295,Hillsborough,0,0,0,Yes,7,MTB,1995
8430,7/11/1995,NA,NA,0.5,27.8063,-82.4428,Hillsborough,0,0,0,Yes,7,MTB,1995
8431,7/11/1995,NA,NA,0.5,27.8077,-82.4838,Hillsborough,0,0,0,Yes,7,MTB,1995
8440,7/12/1995,14:45:00,GMT,0.5,27.5394,-82.7427,Manatee,23700,30,34,Yes,7,LTB,1995
8441,7/12/1995,12:05:00,GMT,0.5,27.6212,-82.7135,Pinellas,333,31,32,Yes,7,LTB,1995
8442,7/18/1995,NA,NA,0.5,27.5747,-82.7403,Hillsborough,0,0,0,Yes,7,LTB,1995
8443,7/18/1995,NA,NA,0.5,27.575,-82.6867,Manatee,0,0,0,Yes,7,LTB,1995
8444,7/18/1995,NA,NA,0.5,27.5835,-82.6175,Manatee,0,0,0,Yes,7,LTB,1995
8445,7/18/1995,NA,NA,0.5,27.605,-82.6903,Hillsborough,0,0,0,Yes,7,LTB,1995
8446,7/18/1995,NA,NA,0.5,27.6207,-82.5903,Manatee,0,0,0,Yes,7,LTB,1995
8447,7/18/1995,NA,NA,0.5,27.6217,-82.6373,Hillsborough,0,0,0,Yes,7,LTB,1995
8448,7/18/1995,NA,NA,0.5,27.6383,-82.6883,Hillsborough,0,0,0,Yes,7,LTB,1995
8449,7/18/1995,NA,NA,0.5,27.6522,-82.6688,Hillsborough,0,0,0,Yes,7,LTB,1995
8450,7/18/1995,NA,NA,0.5,27.6583,-82.592,Hillsborough,0,0,0,Yes,7,LTB,1995
8451,7/18/1995,NA,NA,0.5,27.6677,-82.5507,Hillsborough,0,0,0,Yes,7,MTB,1995
8452,7/18/1995,NA,NA,0.5,27.6932,-82.5432,Hillsborough,0,0,0,Yes,7,MTB,1995
8453,7/18/1995,NA,NA,0.5,27.7047,-82.6057,Pinellas,0,0,0,Yes,7,MTB,1995
8454,7/18/1995,NA,NA,0.5,27.7202,-82.5342,Hillsborough,0,0,0,Yes,7,MTB,1995
8455,7/18/1995,NA,NA,0.5,27.7383,-82.502,Hillsborough,0,0,0,Yes,7,MTB,1995
8456,7/18/1995,NA,NA,0.5,27.7505,-82.57,Pinellas,0,0,0,Yes,7,MTB,1995
8457,7/19/1995,14:45:00,GMT,0.5,27.5394,-82.7427,Manatee,0,30,33,Yes,7,LTB,1995
8458,7/19/1995,12:15:00,GMT,0.5,27.6212,-82.7135,Pinellas,1700,30.5,32,Yes,7,LTB,1995
8459,7/27/1995,19:05:00,GMT,0.5,27.5394,-82.7427,Manatee,2300,32,32,Yes,7,LTB,1995
8460,7/27/1995,16:30:00,GMT,0.5,27.6212,-82.7135,Pinellas,18300,31,32,Yes,7,LTB,1995
8461,8/1/1995,NA,NA,0.5,27.789,-82.5692,Pinellas,0,0,0,Yes,8,MTB,1995
8462,8/1/1995,NA,NA,0.5,27.8075,-82.5208,Hillsborough,0,0,0,Yes,8,MTB,1995
8463,8/1/1995,NA,NA,0.5,27.819,-82.5692,Pinellas,0,0,0,Yes,8,MTB,1995
8480,8/8/1995,NA,NA,0.5,27.7692,-82.4535,Hillsborough,0,0,0,Yes,8,MTB,1995
8481,8/8/1995,NA,NA,0.5,27.7758,-82.5208,Hillsborough,0,0,0,Yes,8,MTB,1995
8482,8/8/1995,NA,NA,0.5,27.785,-82.4295,Hillsborough,0,0,0,Yes,8,MTB,1995
8483,8/8/1995,NA,NA,0.5,27.8063,-82.4428,Hillsborough,0,0,0,Yes,8,MTB,1995
8484,8/8/1995,NA,NA,0.5,27.8077,-82.4838,Hillsborough,0,0,0,Yes,8,MTB,1995
8493,8/9/1995,15:30:00,GMT,0.5,27.5394,-82.7427,Manatee,7300,31,32,Yes,8,LTB,1995
8494,8/9/1995,13:00:00,GMT,0.5,27.6212,-82.7135,Pinellas,0,30.5,30,Yes,8,LTB,1995
8495,8/15/1995,NA,NA,0.5,27.5747,-82.7403,Hillsborough,0,0,0,Yes,8,LTB,1995
8496,8/15/1995,NA,NA,0.5,27.575,-82.6867,Manatee,0,0,0,Yes,8,LTB,1995
8497,8/15/1995,NA,NA,0.5,27.5835,-82.6175,Manatee,0,0,0,Yes,8,LTB,1995
8498,8/15/1995,NA,NA,0.5,27.605,-82.6903,Hillsborough,0,0,0,Yes,8,LTB,1995
8499,8/15/1995,NA,NA,0.5,27.6207,-82.5903,Manatee,0,0,0,Yes,8,LTB,1995
8500,8/15/1995,NA,NA,0.5,27.6217,-82.6373,Hillsborough,0,0,0,Yes,8,LTB,1995
8501,8/15/1995,NA,NA,0.5,27.6383,-82.6883,Hillsborough,0,0,0,Yes,8,LTB,1995
8502,8/15/1995,NA,NA,0.5,27.6522,-82.6688,Hillsborough,0,0,0,Yes,8,LTB,1995
8503,8/15/1995,NA,NA,0.5,27.6583,-82.592,Hillsborough,0,0,0,Yes,8,LTB,1995
8504,8/15/1995,NA,NA,0.5,27.6677,-82.5507,Hillsborough,0,0,0,Yes,8,MTB,1995
8505,8/15/1995,NA,NA,0.5,27.6932,-82.5432,Hillsborough,0,0,0,Yes,8,MTB,1995
8506,8/15/1995,NA,NA,0.5,27.7047,-82.6057,Pinellas,0,0,0,Yes,8,MTB,1995
8507,8/15/1995,NA,NA,0.5,27.7202,-82.5342,Hillsborough,0,0,0,Yes,8,MTB,1995
8508,8/15/1995,NA,NA,0.5,27.7383,-82.502,Hillsborough,0,0,0,Yes,8,MTB,1995
8509,8/15/1995,NA,NA,0.5,27.7505,-82.57,Pinellas,0,0,0,Yes,8,MTB,1995
8510,8/16/1995,18:20:00,GMT,0.5,27.5394,-82.7427,Manatee,0,33,28,Yes,8,LTB,1995
8511,8/16/1995,15:55:00,GMT,0.5,27.6212,-82.7135,Pinellas,333,32,30,Yes,8,LTB,1995
8512,8/23/1995,NA,NA,0.5,27.6212,-82.7135,Pinellas,0,31,32,Yes,8,LTB,1995
8513,8/26/1995,NA,NA,0.5,27.6133,-82.7391,Pinellas,43000,29,0,Yes,8,LTB,1995
8514,8/26/1995,NA,NA,0.5,27.6506,-82.7163,Pinellas,40000,0,0,Yes,8,LTB,1995
